year,country,continent,industry,enscore,enero91v,ccii,gwe,gwghg
2012,south africa,africa,fossil fuels,83.639999,49830.602,0.90707868,1.4323531,1.3255751
2013,south africa,africa,fossil fuels,86.309998,54282.102,0.60919744,0.14502205,4.9025488
2014,south africa,africa,fossil fuels,81.550003,53282,0.38908225,1.1166233,-1.0691465
2015,south africa,africa,fossil fuels,77.610001,62925.801,0.3750357,0.95787936,3.5610042
2016,south africa,africa,fossil fuels,80.510002,47650.699,0.75610977,0.55240798,-4.9377818
2017,south africa,africa,fossil fuels,82.239998,41887.5,0.19849083,0.20269391,-1.4910167
2018,south africa,africa,fossil fuels,78.400002,41534.301,0.2916787,1.1200429,0.090633266
2019,south africa,africa,fossil fuels,78.32,39180.301,0.35718164,0.62527353,-0.74706781
2020,south africa,africa,fossil fuels,77.949997,,0.44759539,0.72910041,
2021,south africa,africa,fossil fuels,82.360001,,0.97072327,0.48747808,
2022,south africa,africa,fossil fuels,76.370003,,0.51084,1.3724551,
2011,south africa,africa,materials,59.709999,4427.1602,0.72141451,0.97741061,
2012,south africa,africa,materials,72.739998,19940.6,0.56511891,-0.52109885,9.8908949
2013,south africa,africa,materials,75.730003,20420.301,0.60919744,0.11698803,2.0787587
2014,south africa,africa,materials,82.919998,28850.301,0.15392758,-0.50887847,7.3888817
2015,south africa,africa,materials,88.349998,54525.699,0.16955638,-0.28022885,7.3086133
2016,south africa,africa,materials,87.779999,41169.5,0.54743052,0.74742579,-5.8958941
2017,south africa,africa,materials,87.209999,33846,0.43487877,0.85921085,-5.0554261
2018,south africa,africa,materials,88.519997,35317.801,0.79209125,0.94500077,2.5548623
2019,south africa,africa,materials,87.970001,24050.301,0.47247857,0.94823116,-5.269001
2020,south africa,africa,materials,81.730003,6935.3799,0.26547173,1.4562318,-6.8214054
2021,south africa,africa,materials,81.300003,5381.6299,,0.38854751,-0.58132982
2022,south africa,africa,materials,72.93,7841.8398,,1.9136918,1.2418742
2011,south africa,africa,manufacturing,20.5,,,1.3327236,
2012,south africa,africa,manufacturing,19.4,,,0.20057176,
2013,south africa,africa,manufacturing,19.24,,,0.065116577,
2014,south africa,africa,manufacturing,22.57,897.08002,,-0.22815402,
2015,south africa,africa,manufacturing,23.01,1125.9301,,0.24939837,0.31186029
2016,south africa,africa,manufacturing,25.809999,898.54999,,-0.022434976,-0.48541716
2017,south africa,africa,manufacturing,27.799999,828.72998,,0.05984873,-0.12765655
2018,south africa,africa,manufacturing,29.32,869.06,,0.17370304,-0.039170902
2019,south africa,africa,manufacturing,53.939999,798.72998,,-2.5261347,-0.15809983
2020,south africa,africa,manufacturing,51.68,712.60999,-0.015652059,0.65347451,-0.011514467
